Range(m) 532nmResult 355nmResult
3322.5000 1.0000 1.0000
3326.2500 1.0000 1.0000
3330.0000 1.0000 1.0000
3333.7500 1.0000 1.0000
3337.5000 1.0000 1.0000
3341.2500 1.0000 1.0000
3345.0000 1.0000 1.0000
3348.7500 1.0000 1.0000
3352.5000 1.0000 1.0000
3356.2500 1.0000 1.0000
3360.0000 1.0000 1.0000
3363.7500 1.0000 1.0000
3367.5000 1.0000 1.0000
3371.2500 1.0000 1.0000
3375.0000 1.0000 1.0000
3378.7500 1.0000 1.0000
3382.5000 1.0000 1.0000
3386.2500 1.0000 1.0000
3390.0000 1.0000 1.0000
3393.7500 1.0000 1.0000
3397.5000 1.0000 1.0000
3401.2500 1.0000 1.0000
3405.0000 1.0000 1.0000
3408.7500 1.0000 1.0000
3412.5000 1.0000 1.0000
3416.2500 1.0000 1.0000
3420.0000 1.0000 1.0000
3423.7500 1.0000 1.0000
3427.5000 1.0000 1.0000
3431.2500 1.0000 1.0000
3435.0000 1.0000 1.0000
3438.7500 1.0000 1.0000
3442.5000 1.0000 1.0000
3446.2500 1.0000 1.0000
3450.0000 1.0000 1.0000
3453.7500 1.0000 1.0000
3457.5000 1.0000 1.0000
3461.2500 1.0000 1.0000
3465.0000 1.0000 1.0000
3468.7500 1.0000 1.0000
3472.5000 1.0000 1.0000
3476.2500 1.0000 1.0000
3480.0000 1.0000 1.0000
3483.7500 1.0000 1.0000
3487.5000 1.0000 1.0000
3491.2500 1.0000 1.0000
3495.0000 1.0000 1.0000
3498.7500 1.0000 1.0000
3502.5000 1.0000 1.0000
3506.2500 1.0000 1.0000
3510.0000 1.0000 1.0000
3513.7500 1.0000 1.0000
3517.5000 1.0000 1.0000
3521.2500 1.0000 1.0000
3525.0000 1.0000 1.0000
3528.7500 1.0000 1.0000
3532.5000 1.0000 1.0000
3536.2500 1.0000 1.0000
3540.0000 1.0000 1.0000
3543.7500 1.0000 1.0000
3547.5000 1.0000 1.0000
3551.2500 1.0000 1.0000
3555.0000 1.0000 1.0000
3558.7500 1.0000 1.0000
3562.5000 1.0000 1.0000
3566.2500 1.0000 1.0000
3570.0000 1.0000 1.0000
3573.7500 1.0000 1.0000
3577.5000 1.0000 1.0000
3581.2500 1.0000 1.0000
3585.0000 1.0000 1.0000
3588.7500 1.0000 1.0000
3592.5000 1.0000 1.0000
3596.2500 1.0000 1.0000
3600.0000 1.0000 1.0000
3603.7500 1.0000 1.0000
3607.5000 1.0000 1.0000
3611.2500 1.0000 1.0000
3615.0000 1.0000 1.0000
3618.7500 1.0000 1.0000
3622.5000 1.0000 1.0000
3626.2500 1.0000 1.0000
3630.0000 1.0000 1.0000
3633.7500 1.0000 1.0000
3637.5000 1.0000 1.0000
3641.2500 1.0000 1.0000
3645.0000 1.0000 1.0000
3648.7500 1.0000 1.0000
3652.5000 1.0000 1.0000
3656.2500 1.0000 1.0000
3660.0000 1.0000 1.0000
3663.7500 1.0000 1.0000
3667.5000 1.0000 1.0000
3671.2500 1.0000 1.0000
3675.0000 1.0000 1.0000
3678.7500 1.0000 1.0000
3682.5000 1.0000 1.0000
3686.2500 1.0000 1.0000
3690.0000 1.0000 1.0000
3693.7500 1.0000 1.0000
3697.5000 1.0000 1.0000
3701.2500 1.0000 1.0000
3705.0000 1.0000 1.0000
3708.7500 1.0000 1.0000
3712.5000 1.0000 1.0000
3716.2500 1.0000 1.0000
3720.0000 1.0000 1.0000
3723.7500 1.0000 1.0000
3727.5000 1.0000 1.0000
3731.2500 1.0000 1.0000
3735.0000 1.0000 1.0000
3738.7500 1.0000 1.0000
3742.5000 1.0000 1.0000
3746.2500 1.0000 1.0000
3750.0000 1.0000 1.0000
3753.7500 1.0000 1.0000
3757.5000 1.0000 1.0000
3761.2500 1.0000 1.0000
3765.0000 1.0000 1.0000
3768.7500 1.0000 1.0000
3772.5000 1.0000 1.0000
3776.2500 1.0000 1.0000
3780.0000 1.0000 1.0000
3783.7500 1.0000 1.0000
3787.5000 1.0000 1.0000
3791.2500 1.0000 1.0000
3795.0000 1.0000 1.0000
3798.7500 1.0000 1.0000
3802.5000 1.0000 1.0000
3806.2500 1.0000 1.0000
3810.0000 1.0000 1.0000
3813.7500 1.0000 1.0000
3817.5000 1.0000 1.0000
3821.2500 1.0000 1.0000
3825.0000 1.0000 1.0000
3828.7500 1.0000 1.0000
3832.5000 1.0000 1.0000
3836.2500 1.0000 1.0000
3840.0000 1.0000 1.0000
3843.7500 1.0000 1.0000
3847.5000 1.0000 1.0000
3851.2500 1.0000 1.0000
3855.0000 1.0000 1.0000
3858.7500 1.0000 1.0000
3862.5000 1.0000 1.0000
3866.2500 1.0000 1.0000
3870.0000 1.0000 1.0000
3873.7500 1.0000 1.0000
3877.5000 1.0000 1.0000
3881.2500 1.0000 1.0000
3885.0000 1.0000 1.0000
3888.7500 1.0000 1.0000
3892.5000 1.0000 1.0000
3896.2500 1.0000 1.0000
3900.0000 1.0000 1.0000
3903.7500 1.0000 1.0000
3907.5000 1.0000 1.0000
3911.2500 1.0000 1.0000
3915.0000 1.0000 1.0000
3918.7500 1.0000 1.0000
3922.5000 1.0000 1.0000
3926.2500 1.0000 1.0000
3930.0000 1.0000 1.0000
3933.7500 1.0000 1.0000
3937.5000 1.0000 1.0000
3941.2500 1.0000 1.0000
3945.0000 1.0000 1.0000
3948.7500 1.0000 1.0000
3952.5000 1.0000 1.0000
3956.2500 1.0000 1.0000
3960.0000 1.0000 1.0000
3963.7500 1.0000 1.0000
3967.5000 1.0000 1.0000
3971.2500 1.0000 1.0000
3975.0000 1.0000 1.0000
3978.7500 1.0000 1.0000
3982.5000 1.0000 1.0000
3986.2500 1.0000 1.0000
3990.0000 1.0000 1.0000
3993.7500 1.0000 1.0000
3997.5000 1.0000 1.0000
4001.2500 1.0000 1.0000
4005.0000 1.0000 1.0000
4008.7500 1.0000 1.0000
4012.5000 1.0000 1.0000
4016.2500 1.0000 1.0000
4020.0000 1.0000 1.0000
4023.7500 1.0000 1.0000
4027.5000 1.0000 1.0000
4031.2500 1.0000 1.0000
4035.0000 1.0000 1.0000
4038.7500 1.0000 1.0000
4042.5000 1.0000 1.0000
4046.2500 1.0000 1.0000
4050.0000 1.0000 1.0000
4053.7500 1.0000 1.0000
4057.5000 1.0000 1.0000
4061.2500 1.0000 1.0000
4065.0000 1.0000 1.0000
4068.7500 1.0000 1.0000
4072.5000 1.0000 1.0000
4076.2500 1.0000 1.0000
4080.0000 1.0000 1.0000
4083.7500 1.0000 1.0000
4087.5000 1.0000 1.0000
4091.2500 1.0000 1.0000
4095.0000 1.0000 1.0000
4098.7500 1.0000 1.0000
4102.5000 1.0000 1.0000
4106.2500 1.0000 1.0000
4110.0000 1.0000 1.0000
4113.7500 1.0000 1.0000
4117.5000 1.0000 1.0000
4121.2500 1.0000 1.0000
4125.0000 1.0000 1.0000
4128.7500 1.0000 1.0000
4132.5000 1.0000 1.0000
4136.2500 1.0000 1.0000
4140.0000 1.0000 1.0000
4143.7500 1.0000 1.0000
4147.5000 1.0000 1.0000
4151.2500 1.0000 1.0000
4155.0000 1.0000 1.0000
4158.7500 1.0000 1.0000
4162.5000 1.0000 1.0000
4166.2500 1.0000 1.0000
4170.0000 1.0000 1.0000
4173.7500 1.0000 1.0000
4177.5000 1.0000 1.0000
4181.2500 1.0000 1.0000
4185.0000 1.0000 1.0000
4188.7500 1.0000 1.0000
4192.5000 1.0000 1.0000
4196.2500 1.0000 1.0000
4200.0000 1.0000 1.0000
4203.7500 1.0000 1.0000
4207.5000 1.0000 1.0000
4211.2500 1.0000 1.0000
4215.0000 1.0000 1.0000
4218.7500 1.0000 1.0000
4222.5000 1.0000 1.0000
4226.2500 1.0000 1.0000
4230.0000 1.0000 1.0000
4233.7500 1.0000 1.0000
4237.5000 1.0000 1.0000
4241.2500 1.0000 1.0000
4245.0000 1.0000 1.0000
4248.7500 1.0000 1.0000
4252.5000 1.0000 1.0000
4256.2500 1.0000 1.0000
4260.0000 1.0000 1.0000
4263.7500 1.0000 1.0000
4267.5000 1.0000 1.0000
4271.2500 1.0000 1.0000
4275.0000 1.0000 1.0000
4278.7500 1.0000 1.0000
4282.5000 1.0000 1.0000
4286.2500 1.0000 1.0000
4290.0000 1.0000 1.0000
4293.7500 1.0000 1.0000
4297.5000 1.0000 1.0000
4301.2500 1.0000 1.0000
4305.0000 1.0000 1.0000
4308.7500 1.0000 1.0000
4312.5000 1.0000 1.0000
4316.2500 1.0000 1.0000
4320.0000 1.0000 1.0000
4323.7500 1.0000 1.0000
4327.5000 1.0000 1.0000
4331.2500 1.0000 1.0000
4335.0000 1.0000 1.0000
4338.7500 1.0000 1.0000
4342.5000 1.0000 1.0000
4346.2500 1.0000 1.0000
4350.0000 1.0000 1.0000
4353.7500 1.0000 1.0000
4357.5000 1.0000 1.0000
4361.2500 1.0000 1.0000
4365.0000 1.0000 1.0000
4368.7500 1.0000 1.0000
4372.5000 1.0000 1.0000
4376.2500 1.0000 1.0000
4380.0000 1.0000 1.0000
4383.7500 1.0000 1.0000
4387.5000 1.0000 1.0000
4391.2500 1.0000 1.0000
4395.0000 1.0000 1.0000
4398.7500 1.0000 1.0000
4402.5000 1.0000 1.0000
4406.2500 1.0000 1.0000
4410.0000 1.0000 1.0000
4413.7500 1.0000 1.0000
4417.5000 1.0000 1.0000
4421.2500 1.0000 1.0000
4425.0000 1.0000 1.0000
4428.7500 1.0000 1.0000
4432.5000 1.0000 1.0000
4436.2500 1.0000 1.0000
4440.0000 1.0000 1.0000
4443.7500 1.0000 1.0000
4447.5000 1.0000 1.0000
4451.2500 1.0000 1.0000
4455.0000 1.0000 1.0000
4458.7500 1.0000 1.0000
4462.5000 1.0000 1.0000
4466.2500 1.0000 1.0000
4470.0000 1.0000 1.0000
4473.7500 1.0000 1.0000
4477.5000 1.0000 1.0000
4481.2500 1.0000 1.0000
4485.0000 1.0000 1.0000
4488.7500 1.0000 1.0000
4492.5000 1.0000 1.0000
4496.2500 1.0000 1.0000
4500.0000 1.0000 1.0000
4503.7500 1.0000 1.0000
4507.5000 1.0000 1.0000
4511.2500 1.0000 1.0000
4515.0000 1.0000 1.0000
4518.7500 1.0000 1.0000
4522.5000 1.0000 1.0000
4526.2500 1.0000 1.0000
4530.0000 1.0000 1.0000
4533.7500 1.0000 1.0000
4537.5000 1.0000 1.0000
4541.2500 1.0000 1.0000
4545.0000 1.0000 1.0000
4548.7500 1.0000 1.0000
4552.5000 1.0000 1.0000
4556.2500 1.0000 1.0000
4560.0000 1.0000 1.0000
4563.7500 1.0000 1.0000
4567.5000 1.0000 1.0000
4571.2500 1.0000 1.0000
4575.0000 1.0000 1.0000
4578.7500 1.0000 1.0000
4582.5000 1.0000 1.0000
4586.2500 1.0000 1.0000
4590.0000 1.0000 1.0000
4593.7500 1.0000 1.0000
4597.5000 1.0000 1.0000
4601.2500 1.0000 1.0000
4605.0000 1.0000 1.0000
4608.7500 1.0000 1.0000
4612.5000 1.0000 1.0000
4616.2500 1.0000 1.0000
4620.0000 1.0000 1.0000
4623.7500 1.0000 1.0000
4627.5000 1.0000 1.0000
4631.2500 1.0000 1.0000
4635.0000 1.0000 1.0000
4638.7500 1.0000 1.0000
4642.5000 1.0000 1.0000
4646.2500 1.0000 1.0000
4650.0000 1.0000 1.0000
4653.7500 1.0000 1.0000
4657.5000 1.0000 1.0000
4661.2500 1.0000 1.0000
4665.0000 1.0000 1.0000
4668.7500 1.0000 1.0000
4672.5000 1.0000 1.0000
4676.2500 1.0000 1.0000
4680.0000 1.0000 1.0000
4683.7500 1.0000 1.0000
4687.5000 1.0000 1.0000
4691.2500 1.0000 1.0000
4695.0000 1.0000 1.0000
4698.7500 1.0000 1.0000
4702.5000 1.0000 1.0000
4706.2500 1.0000 1.0000
4710.0000 1.0000 1.0000
4713.7500 1.0000 1.0000
4717.5000 1.0000 1.0000
4721.2500 1.0000 1.0000
4725.0000 1.0000 1.0000
4728.7500 1.0000 1.0000
4732.5000 1.0000 1.0000
4736.2500 1.0000 1.0000
4740.0000 1.0000 1.0000
4743.7500 1.0000 1.0000
4747.5000 1.0000 1.0000
4751.2500 1.0000 1.0000
4755.0000 1.0000 1.0000
4758.7500 1.0000 1.0000
4762.5000 1.0000 1.0000
4766.2500 1.0000 1.0000
4770.0000 1.0000 1.0000
4773.7500 1.0000 1.0000
4777.5000 1.0000 1.0000
4781.2500 1.0000 1.0000
4785.0000 1.0000 1.0000
4788.7500 1.0000 1.0000
4792.5000 1.0000 1.0000
4796.2500 1.0000 1.0000
4800.0000 1.0000 1.0000
4803.7500 1.0000 1.0000
4807.5000 1.0000 1.0000
4811.2500 1.0000 1.0000
4815.0000 1.0000 1.0000
4818.7500 1.0000 1.0000
4822.5000 1.0000 1.0000
4826.2500 1.0000 1.0000
4830.0000 1.0000 1.0000
4833.7500 1.0000 1.0000
4837.5000 1.0000 1.0000
4841.2500 1.0000 1.0000
4845.0000 1.0000 1.0000
4848.7500 1.0000 1.0000
4852.5000 1.0000 1.0000
4856.2500 1.0000 1.0000
4860.0000 1.0000 1.0000
4863.7500 1.0000 1.0000
4867.5000 1.0000 1.0000
4871.2500 1.0000 1.0000
4875.0000 1.0000 1.0000
4878.7500 1.0000 1.0000
4882.5000 1.0000 1.0000
4886.2500 1.0000 1.0000
4890.0000 1.0000 1.0000
4893.7500 1.0000 1.0000
4897.5000 1.0000 1.0000
4901.2500 1.0000 1.0000
4905.0000 1.0000 1.0000
4908.7500 1.0000 1.0000
4912.5000 1.0000 1.0000
4916.2500 1.0000 1.0000
4920.0000 1.0000 1.0000
4923.7500 1.0000 1.0000
4927.5000 1.0000 1.0000
4931.2500 1.0000 1.0000
4935.0000 1.0000 1.0000
4938.7500 1.0000 1.0000
4942.5000 1.0000 1.0000
4946.2500 1.0000 1.0000
4950.0000 1.0000 1.0000
4953.7500 1.0000 1.0000
4957.5000 1.0000 1.0000
4961.2500 1.0000 1.0000
4965.0000 1.0000 1.0000
4968.7500 1.0000 1.0000
4972.5000 1.0000 1.0000
4976.2500 1.0000 1.0000
4980.0000 1.0000 1.0000
4983.7500 1.0000 1.0000
4987.5000 1.0000 1.0000
4991.2500 1.0000 1.0000
4995.0000 1.0000 1.0000
4998.7500 1.0000 1.0000
5002.5000 1.0000 1.0000
5006.2500 1.0000 1.0000
5010.0000 1.0000 1.0000
5013.7500 1.0000 1.0000
5017.5000 1.0000 1.0000
5021.2500 1.0000 1.0000
5025.0000 1.0000 1.0000
5028.7500 1.0000 1.0000
5032.5000 1.0000 1.0000
5036.2500 1.0000 1.0000
5040.0000 1.0000 1.0000
5043.7500 1.0000 1.0000
5047.5000 1.0000 1.0000
5051.2500 1.0000 1.0000
5055.0000 1.0000 1.0000
5058.7500 1.0000 1.0000
5062.5000 1.0000 1.0000
5066.2500 1.0000 1.0000
5070.0000 1.0000 1.0000
5073.7500 1.0000 1.0000
5077.5000 1.0000 1.0000
5081.2500 1.0000 1.0000
5085.0000 1.0000 1.0000
5088.7500 1.0000 1.0000
5092.5000 1.0000 1.0000
5096.2500 1.0000 1.0000
5100.0000 1.0000 1.0000
5103.7500 1.0000 1.0000
5107.5000 1.0000 1.0000
5111.2500 1.0000 1.0000
5115.0000 1.0000 1.0000
5118.7500 1.0000 1.0000
5122.5000 1.0000 1.0000
5126.2500 1.0000 1.0000
5130.0000 1.0000 1.0000
5133.7500 1.0000 1.0000
5137.5000 1.0000 1.0000
5141.2500 1.0000 1.0000
5145.0000 1.0000 1.0000
5148.7500 1.0000 1.0000
5152.5000 1.0000 1.0000
5156.2500 1.0000 1.0000
5160.0000 1.0000 1.0000
5163.7500 1.0000 1.0000
5167.5000 1.0000 1.0000
5171.2500 1.0000 1.0000
5175.0000 1.0000 1.0000
5178.7500 1.0000 1.0000
5182.5000 1.0000 1.0000
5186.2500 1.0000 1.0000
5190.0000 1.0000 1.0000
5193.7500 1.0000 1.0000
5197.5000 1.0000 1.0000
5201.2500 1.0000 1.0000
5205.0000 1.0000 1.0000
5208.7500 1.0000 1.0000
5212.5000 1.0000 1.0000
5216.2500 1.0000 1.0000
5220.0000 1.0000 1.0000
5223.7500 1.0000 1.0000
5227.5000 1.0000 1.0000
5231.2500 1.0000 1.0000
5235.0000 1.0000 1.0000
5238.7500 1.0000 1.0000
5242.5000 1.0000 1.0000
5246.2500 1.0000 1.0000
5250.0000 1.0000 1.0000
5253.7500 1.0000 1.0000
5257.5000 1.0000 1.0000
5261.2500 1.0000 1.0000
5265.0000 1.0000 1.0000
5268.7500 1.0000 1.0000
5272.5000 1.0000 1.0000
5276.2500 1.0000 1.0000
5280.0000 1.0000 1.0000
5283.7500 1.0000 1.0000
5287.5000 1.0000 1.0000
5291.2500 1.0000 1.0000
5295.0000 1.0000 1.0000
5298.7500 1.0000 1.0000
5302.5000 1.0000 1.0000
5306.2500 1.0000 1.0000
5310.0000 1.0000 1.0000
5313.7500 1.0000 1.0000
5317.5000 1.0000 1.0000
5321.2500 1.0000 1.0000
5325.0000 1.0000 1.0000
5328.7500 1.0000 1.0000
5332.5000 1.0000 1.0000
5336.2500 1.0000 1.0000
5340.0000 1.0000 1.0000
5343.7500 1.0000 1.0000
5347.5000 1.0000 1.0000
5351.2500 1.0000 1.0000
5355.0000 1.0000 1.0000
5358.7500 1.0000 1.0000
5362.5000 1.0000 1.0000
5366.2500 1.0000 1.0000
5370.0000 1.0000 1.0000
5373.7500 1.0000 1.0000
5377.5000 1.0000 1.0000
5381.2500 1.0000 1.0000
5385.0000 1.0000 1.0000
5388.7500 1.0000 1.0000
5392.5000 1.0000 1.0000
5396.2500 1.0000 1.0000
5400.0000 1.0000 1.0000
5403.7500 1.0000 1.0000
5407.5000 1.0000 1.0000
5411.2500 1.0000 1.0000
5415.0000 1.0000 1.0000
5418.7500 1.0000 1.0000
5422.5000 1.0000 1.0000
5426.2500 1.0000 1.0000
5430.0000 1.0000 1.0000
5433.7500 1.0000 1.0000
5437.5000 1.0000 1.0000
5441.2500 1.0000 1.0000
5445.0000 1.0000 1.0000
5448.7500 1.0000 1.0000
5452.5000 1.0000 1.0000
5456.2500 1.0000 1.0000
5460.0000 1.0000 1.0000
5463.7500 1.0000 1.0000
5467.5000 1.0000 1.0000
5471.2500 1.0000 1.0000
5475.0000 1.0000 1.0000
5478.7500 1.0000 1.0000
5482.5000 1.0000 1.0000
5486.2500 1.0000 1.0000
5490.0000 1.0000 1.0000
5493.7500 1.0000 1.0000
5497.5000 1.0000 1.0000
5501.2500 1.0000 1.0000
5505.0000 1.0000 1.0000
5508.7500 1.0000 1.0000
5512.5000 1.0000 1.0000
5516.2500 1.0000 1.0000
5520.0000 1.0000 1.0000
5523.7500 1.0000 1.0000
5527.5000 1.0000 1.0000
5531.2500 1.0000 1.0000
5535.0000 1.0000 1.0000
5538.7500 1.0000 1.0000
5542.5000 1.0000 1.0000
5546.2500 1.0000 1.0000
5550.0000 1.0000 1.0000
5553.7500 1.0000 1.0000
5557.5000 1.0000 1.0000
5561.2500 1.0000 1.0000
5565.0000 1.0000 1.0000
5568.7500 1.0000 1.0000
5572.5000 1.0000 1.0000
5576.2500 1.0000 1.0000
5580.0000 1.0000 1.0000
5583.7500 1.0000 1.0000
5587.5000 1.0000 1.0000
5591.2500 1.0000 1.0000
5595.0000 1.0000 1.0000
5598.7500 1.0000 1.0000
5602.5000 1.0000 1.0000
5606.2500 1.0000 1.0000
5610.0000 1.0000 1.0000
5613.7500 1.0000 1.0000
5617.5000 1.0000 1.0000
5621.2500 1.0000 1.0000
5625.0000 1.0000 1.0000
5628.7500 1.0000 1.0000
5632.5000 1.0000 1.0000
5636.2500 1.0000 1.0000
5640.0000 1.0000 1.0000
5643.7500 1.0000 1.0000
5647.5000 1.0000 1.0000
5651.2500 1.0000 1.0000
5655.0000 1.0000 1.0000
5658.7500 1.0000 1.0000
5662.5000 1.0000 1.0000
5666.2500 1.0000 1.0000
5670.0000 1.0000 1.0000
5673.7500 1.0000 1.0000
5677.5000 1.0000 1.0000
5681.2500 1.0000 1.0000
5685.0000 1.0000 1.0000
5688.7500 1.0000 1.0000
5692.5000 1.0000 1.0000
5696.2500 1.0000 1.0000
5700.0000 1.0000 1.0000
5703.7500 1.0000 1.0000
5707.5000 1.0000 1.0000
5711.2500 1.0000 1.0000
5715.0000 1.0000 1.0000
5718.7500 1.0000 1.0000
5722.5000 1.0000 1.0000
5726.2500 1.0000 1.0000
5730.0000 1.0000 1.0000
5733.7500 1.0000 1.0000
5737.5000 1.0000 1.0000
5741.2500 1.0000 1.0000
5745.0000 1.0000 1.0000
5748.7500 1.0000 1.0000
5752.5000 1.0000 1.0000
5756.2500 1.0000 1.0000
5760.0000 1.0000 1.0000
5763.7500 1.0000 1.0000
5767.5000 1.0000 1.0000
5771.2500 1.0000 1.0000
5775.0000 1.0000 1.0000
5778.7500 1.0000 1.0000
5782.5000 1.0000 1.0000
5786.2500 1.0000 1.0000
5790.0000 1.0000 1.0000
5793.7500 1.0000 1.0000
5797.5000 1.0000 1.0000
5801.2500 1.0000 1.0000
5805.0000 1.0000 1.0000
5808.7500 1.0000 1.0000
5812.5000 1.0000 1.0000
5816.2500 1.0000 1.0000
5820.0000 1.0000 1.0000
5823.7500 1.0000 1.0000
5827.5000 1.0000 1.0000
5831.2500 1.0000 1.0000
5835.0000 1.0000 1.0000
5838.7500 1.0000 1.0000
5842.5000 1.0000 1.0000
5846.2500 1.0000 1.0000
5850.0000 1.0000 1.0000
5853.7500 1.0000 1.0000
5857.5000 1.0000 1.0000
5861.2500 1.0000 1.0000
5865.0000 1.0000 1.0000
5868.7500 1.0000 1.0000
5872.5000 1.0000 1.0000
5876.2500 1.0000 1.0000
5880.0000 1.0000 1.0000
5883.7500 1.0000 1.0000
5887.5000 1.0000 1.0000
5891.2500 1.0000 1.0000
5895.0000 1.0000 1.0000
5898.7500 1.0000 1.0000
5902.5000 1.0000 1.0000
5906.2500 1.0000 1.0000
5910.0000 1.0000 1.0000
5913.7500 1.0000 1.0000
5917.5000 1.0000 1.0000
5921.2500 1.0000 1.0000
5925.0000 1.0000 1.0000
5928.7500 1.0000 1.0000
5932.5000 1.0000 1.0000
5936.2500 1.0000 1.0000
5940.0000 1.0000 1.0000
5943.7500 1.0000 1.0000
5947.5000 1.0000 1.0000
5951.2500 1.0000 1.0000
5955.0000 1.0000 1.0000
5958.7500 1.0000 1.0000
5962.5000 1.0000 1.0000
5966.2500 1.0000 1.0000
5970.0000 1.0000 1.0000
5973.7500 1.0000 1.0000
5977.5000 1.0000 1.0000
5981.2500 1.0000 1.0000
5985.0000 1.0000 1.0000
5988.7500 1.0000 1.0000
5992.5000 1.0000 1.0000
5996.2500 1.0000 1.0000
6000.0000 1.0000 1.0000
6003.7500 1.0000 1.0000
6007.5000 1.0000 1.0000
6011.2500 1.0000 1.0000
6015.0000 1.0000 1.0000
6018.7500 1.0000 1.0000
6022.5000 1.0000 1.0000
6026.2500 1.0000 1.0000
6030.0000 1.0000 1.0000
6033.7500 1.0000 1.0000
6037.5000 1.0000 1.0000
6041.2500 1.0000 1.0000
6045.0000 1.0000 1.0000
6048.7500 1.0000 1.0000
6052.5000 1.0000 1.0000
6056.2500 1.0000 1.0000
6060.0000 1.0000 1.0000
6063.7500 1.0000 1.0000
6067.5000 1.0000 1.0000
6071.2500 1.0000 1.0000
6075.0000 1.0000 1.0000
6078.7500 1.0000 1.0000
6082.5000 1.0000 1.0000
6086.2500 1.0000 1.0000
6090.0000 1.0000 1.0000
6093.7500 1.0000 1.0000
6097.5000 1.0000 1.0000
6101.2500 1.0000 1.0000
6105.0000 1.0000 1.0000
6108.7500 1.0000 1.0000
6112.5000 1.0000 1.0000
6116.2500 1.0000 1.0000
6120.0000 1.0000 1.0000
6123.7500 1.0000 1.0000
6127.5000 1.0000 1.0000
6131.2500 1.0000 1.0000
6135.0000 1.0000 1.0000
6138.7500 1.0000 1.0000
6142.5000 1.0000 1.0000
6146.2500 1.0000 1.0000
6150.0000 1.0000 1.0000
6153.7500 1.0000 1.0000
6157.5000 1.0000 1.0000
6161.2500 1.0000 1.0000
6165.0000 1.0000 1.0000
6168.7500 1.0000 1.0000
6172.5000 1.0000 1.0000
6176.2500 1.0000 1.0000
6180.0000 1.0000 1.0000
6183.7500 1.0000 1.0000
6187.5000 1.0000 1.0000
6191.2500 1.0000 1.0000
6195.0000 1.0000 1.0000
6198.7500 1.0000 1.0000
6202.5000 1.0000 1.0000
6206.2500 1.0000 1.0000
6210.0000 1.0000 1.0000
6213.7500 1.0000 1.0000
6217.5000 1.0000 1.0000
6221.2500 1.0000 1.0000
6225.0000 1.0000 1.0000
6228.7500 1.0000 1.0000
6232.5000 1.0000 1.0000
6236.2500 1.0000 1.0000
6240.0000 1.0000 1.0000
6243.7500 1.0000 1.0000
6247.5000 1.0000 1.0000
6251.2500 1.0000 1.0000
6255.0000 1.0000 1.0000
6258.7500 1.0000 1.0000
6262.5000 1.0000 1.0000
6266.2500 1.0000 1.0000
6270.0000 1.0000 1.0000
6273.7500 1.0000 1.0000
6277.5000 1.0000 1.0000
6281.2500 1.0000 1.0000
6285.0000 1.0000 1.0000
6288.7500 1.0000 1.0000
6292.5000 1.0000 1.0000
6296.2500 1.0000 1.0000
6300.0000 1.0000 1.0000
6303.7500 1.0000 1.0000
6307.5000 1.0000 1.0000
6311.2500 1.0000 1.0000
6315.0000 1.0000 1.0000
6318.7500 1.0000 1.0000
6322.5000 1.0000 1.0000
6326.2500 1.0000 1.0000
6330.0000 1.0000 1.0000
6333.7500 1.0000 1.0000
6337.5000 1.0000 1.0000
6341.2500 1.0000 1.0000
6345.0000 1.0000 1.0000
6348.7500 1.0000 1.0000
6352.5000 1.0000 1.0000
6356.2500 1.0000 1.0000
6360.0000 1.0000 1.0000
6363.7500 1.0000 1.0000
6367.5000 1.0000 1.0000
6371.2500 1.0000 1.0000
6375.0000 1.0000 1.0000
6378.7500 1.0000 1.0000
6382.5000 1.0000 1.0000
6386.2500 1.0000 1.0000
6390.0000 1.0000 1.0000
6393.7500 1.0000 1.0000
6397.5000 1.0000 1.0000
6401.2500 1.0000 1.0000
6405.0000 1.0000 1.0000
6408.7500 1.0000 1.0000
6412.5000 1.0000 1.0000
6416.2500 1.0000 1.0000
6420.0000 1.0000 1.0000
6423.7500 1.0000 1.0000
6427.5000 1.0000 1.0000
6431.2500 1.0000 1.0000
6435.0000 1.0000 1.0000
6438.7500 1.0000 1.0000
6442.5000 1.0000 1.0000
6446.2500 1.0000 1.0000
6450.0000 1.0000 1.0000
6453.7500 1.0000 1.0000
6457.5000 1.0000 1.0000
6461.2500 1.0000 1.0000
6465.0000 1.0000 1.0000
6468.7500 1.0000 1.0000
6472.5000 1.0000 1.0000
6476.2500 1.0000 1.0000
6480.0000 1.0000 1.0000
6483.7500 1.0000 1.0000
6487.5000 1.0000 1.0000
6491.2500 1.0000 1.0000
6495.0000 1.0000 1.0000
6498.7500 1.0000 1.0000
6502.5000 1.0000 1.0000
6506.2500 1.0000 1.0000
6510.0000 1.0000 1.0000
6513.7500 1.0000 1.0000
6517.5000 1.0000 1.0000
6521.2500 1.0000 1.0000
6525.0000 1.0000 1.0000
6528.7500 1.0000 1.0000
6532.5000 1.0000 1.0000
6536.2500 1.0000 1.0000
6540.0000 1.0000 1.0000
6543.7500 1.0000 1.0000
6547.5000 1.0000 1.0000
6551.2500 1.0000 1.0000
6555.0000 1.0000 1.0000
6558.7500 1.0000 1.0000
6562.5000 1.0000 1.0000
6566.2500 1.0000 1.0000
6570.0000 1.0000 1.0000
6573.7500 1.0000 1.0000
6577.5000 1.0000 1.0000
6581.2500 1.0000 1.0000
6585.0000 1.0000 1.0000
6588.7500 1.0000 1.0000
6592.5000 1.0000 1.0000
