Range(m) 532nmResult 355nmResult
22893.7500 1.0000 1.0000
22897.5000 1.0000 1.0000
22901.2500 1.0000 1.0000
22905.0000 1.0000 1.0000
22908.7500 1.0000 1.0000
22912.5000 1.0000 1.0000
22916.2500 1.0000 1.0000
22920.0000 1.0000 1.0000
22923.7500 1.0000 1.0000
22927.5000 1.0000 1.0000
22931.2500 1.0000 1.0000
22935.0000 1.0000 1.0000
22938.7500 1.0000 1.0000
22942.5000 1.0000 1.0000
22946.2500 1.0000 1.0000
22950.0000 1.0000 1.0000
22953.7500 1.0000 1.0000
22957.5000 1.0000 1.0000
22961.2500 1.0000 1.0000
22965.0000 1.0000 1.0000
22968.7500 1.0000 1.0000
22972.5000 1.0000 1.0000
22976.2500 1.0000 1.0000
22980.0000 1.0000 1.0000
22983.7500 1.0000 1.0000
22987.5000 1.0000 1.0000
22991.2500 1.0000 1.0000
22995.0000 1.0000 1.0000
22998.7500 1.0000 1.0000
23002.5000 1.0000 1.0000
23006.2500 1.0000 1.0000
23010.0000 1.0000 1.0000
23013.7500 1.0000 1.0000
23017.5000 1.0000 1.0000
23021.2500 1.0000 1.0000
23025.0000 1.0000 1.0000
23028.7500 1.0000 1.0000
23032.5000 1.0000 1.0000
23036.2500 1.0000 1.0000
23040.0000 1.0000 1.0000
23043.7500 1.0000 1.0000
23047.5000 1.0000 1.0000
23051.2500 1.0000 1.0000
23055.0000 1.0000 1.0000
23058.7500 1.0000 1.0000
23062.5000 1.0000 1.0000
23066.2500 1.0000 1.0000
23070.0000 1.0000 1.0000
23073.7500 1.0000 1.0000
23077.5000 1.0000 1.0000
23081.2500 1.0000 1.0000
23085.0000 1.0000 1.0000
23088.7500 1.0000 1.0000
23092.5000 1.0000 1.0000
23096.2500 1.0000 1.0000
23100.0000 1.0000 1.0000
23103.7500 1.0000 1.0000
23107.5000 1.0000 1.0000
23111.2500 1.0000 1.0000
23115.0000 1.0000 1.0000
23118.7500 1.0000 1.0000
23122.5000 1.0000 1.0000
23126.2500 1.0000 1.0000
23130.0000 1.0000 1.0000
23133.7500 1.0000 1.0000
23137.5000 1.0000 1.0000
23141.2500 1.0000 1.0000
23145.0000 1.0000 1.0000
23148.7500 1.0000 1.0000
23152.5000 1.0000 1.0000
23156.2500 1.0000 1.0000
23160.0000 1.0000 1.0000
23163.7500 1.0000 1.0000
23167.5000 1.0000 1.0000
23171.2500 1.0000 1.0000
23175.0000 1.0000 1.0000
23178.7500 1.0000 1.0000
23182.5000 1.0000 1.0000
23186.2500 1.0000 1.0000
23190.0000 1.0000 1.0000
23193.7500 1.0000 1.0000
23197.5000 1.0000 1.0000
23201.2500 1.0000 1.0000
23205.0000 1.0000 1.0000
23208.7500 1.0000 1.0000
23212.5000 1.0000 1.0000
23216.2500 1.0000 1.0000
23220.0000 1.0000 1.0000
23223.7500 1.0000 1.0000
23227.5000 1.0000 1.0000
23231.2500 1.0000 1.0000
23235.0000 1.0000 1.0000
23238.7500 1.0000 1.0000
23242.5000 1.0000 1.0000
23246.2500 1.0000 1.0000
23250.0000 1.0000 1.0000
23253.7500 1.0000 1.0000
23257.5000 1.0000 1.0000
23261.2500 1.0000 1.0000
23265.0000 1.0000 1.0000
23268.7500 1.0000 1.0000
23272.5000 1.0000 1.0000
23276.2500 1.0000 1.0000
23280.0000 1.0000 1.0000
23283.7500 1.0000 1.0000
23287.5000 1.0000 1.0000
23291.2500 1.0000 1.0000
23295.0000 1.0000 1.0000
23298.7500 1.0000 1.0000
23302.5000 1.0000 1.0000
23306.2500 1.0000 1.0000
23310.0000 1.0000 1.0000
23313.7500 1.0000 1.0000
23317.5000 1.0000 1.0000
23321.2500 1.0000 1.0000
23325.0000 1.0000 1.0000
23328.7500 1.0000 1.0000
23332.5000 1.0000 1.0000
23336.2500 1.0000 1.0000
23340.0000 1.0000 1.0000
23343.7500 1.0000 1.0000
23347.5000 1.0000 1.0000
23351.2500 1.0000 1.0000
23355.0000 1.0000 1.0000
23358.7500 1.0000 1.0000
23362.5000 1.0000 1.0000
23366.2500 1.0000 1.0000
23370.0000 1.0000 1.0000
23373.7500 1.0000 1.0000
23377.5000 1.0000 1.0000
23381.2500 1.0000 1.0000
23385.0000 1.0000 1.0000
23388.7500 1.0000 1.0000
23392.5000 1.0000 1.0000
23396.2500 1.0000 1.0000
23400.0000 1.0000 1.0000
23403.7500 1.0000 1.0000
23407.5000 1.0000 1.0000
23411.2500 1.0000 1.0000
23415.0000 1.0000 1.0000
23418.7500 1.0000 1.0000
23422.5000 1.0000 1.0000
23426.2500 1.0000 1.0000
23430.0000 1.0000 1.0000
23433.7500 1.0000 1.0000
23437.5000 1.0000 1.0000
23441.2500 1.0000 1.0000
23445.0000 1.0000 1.0000
23448.7500 1.0000 1.0000
23452.5000 1.0000 1.0000
23456.2500 1.0000 1.0000
23460.0000 1.0000 1.0000
23463.7500 1.0000 1.0000
23467.5000 1.0000 1.0000
23471.2500 1.0000 1.0000
23475.0000 1.0000 1.0000
23478.7500 1.0000 1.0000
23482.5000 1.0000 1.0000
23486.2500 1.0000 1.0000
23490.0000 1.0000 1.0000
23493.7500 1.0000 1.0000
23497.5000 1.0000 1.0000
23501.2500 1.0000 1.0000
23505.0000 1.0000 1.0000
23508.7500 1.0000 1.0000
23512.5000 1.0000 1.0000
23516.2500 1.0000 1.0000
23520.0000 1.0000 1.0000
23523.7500 1.0000 1.0000
23527.5000 1.0000 1.0000
23531.2500 1.0000 1.0000
23535.0000 1.0000 1.0000
23538.7500 1.0000 1.0000
23542.5000 1.0000 1.0000
23546.2500 1.0000 1.0000
23550.0000 1.0000 1.0000
23553.7500 1.0000 1.0000
23557.5000 1.0000 1.0000
23561.2500 1.0000 1.0000
23565.0000 1.0000 1.0000
23568.7500 1.0000 1.0000
23572.5000 1.0000 1.0000
23576.2500 1.0000 1.0000
23580.0000 1.0000 1.0000
23583.7500 1.0000 1.0000
23587.5000 1.0000 1.0000
23591.2500 1.0000 1.0000
23595.0000 1.0000 1.0000
23598.7500 1.0000 1.0000
23602.5000 1.0000 1.0000
23606.2500 1.0000 1.0000
23610.0000 1.0000 1.0000
23613.7500 1.0000 1.0000
23617.5000 1.0000 1.0000
23621.2500 1.0000 1.0000
23625.0000 1.0000 1.0000
23628.7500 1.0000 1.0000
23632.5000 1.0000 1.0000
23636.2500 1.0000 1.0000
23640.0000 1.0000 1.0000
23643.7500 1.0000 1.0000
23647.5000 1.0000 1.0000
23651.2500 1.0000 1.0000
23655.0000 1.0000 1.0000
23658.7500 1.0000 1.0000
23662.5000 1.0000 1.0000
23666.2500 1.0000 1.0000
23670.0000 1.0000 1.0000
23673.7500 1.0000 1.0000
23677.5000 1.0000 1.0000
23681.2500 1.0000 1.0000
23685.0000 1.0000 1.0000
23688.7500 1.0000 1.0000
23692.5000 1.0000 1.0000
23696.2500 1.0000 1.0000
23700.0000 1.0000 1.0000
23703.7500 1.0000 1.0000
23707.5000 1.0000 1.0000
23711.2500 1.0000 1.0000
23715.0000 1.0000 1.0000
23718.7500 1.0000 1.0000
23722.5000 1.0000 1.0000
23726.2500 1.0000 1.0000
23730.0000 1.0000 1.0000
23733.7500 1.0000 1.0000
23737.5000 1.0000 1.0000
23741.2500 1.0000 1.0000
23745.0000 1.0000 1.0000
23748.7500 1.0000 1.0000
23752.5000 1.0000 1.0000
23756.2500 1.0000 1.0000
23760.0000 1.0000 1.0000
23763.7500 1.0000 1.0000
23767.5000 1.0000 1.0000
23771.2500 1.0000 1.0000
23775.0000 1.0000 1.0000
23778.7500 1.0000 1.0000
23782.5000 1.0000 1.0000
23786.2500 1.0000 1.0000
23790.0000 1.0000 1.0000
23793.7500 1.0000 1.0000
23797.5000 1.0000 1.0000
23801.2500 1.0000 1.0000
23805.0000 1.0000 1.0000
23808.7500 1.0000 1.0000
23812.5000 1.0000 1.0000
23816.2500 1.0000 1.0000
23820.0000 1.0000 1.0000
23823.7500 1.0000 1.0000
23827.5000 1.0000 1.0000
23831.2500 1.0000 1.0000
23835.0000 1.0000 1.0000
23838.7500 1.0000 1.0000
23842.5000 1.0000 1.0000
23846.2500 1.0000 1.0000
23850.0000 1.0000 1.0000
23853.7500 1.0000 1.0000
23857.5000 1.0000 1.0000
23861.2500 1.0000 1.0000
23865.0000 1.0000 1.0000
23868.7500 1.0000 1.0000
23872.5000 1.0000 1.0000
23876.2500 1.0000 1.0000
23880.0000 1.0000 1.0000
23883.7500 1.0000 1.0000
23887.5000 1.0000 1.0000
23891.2500 1.0000 1.0000
23895.0000 1.0000 1.0000
23898.7500 1.0000 1.0000
23902.5000 1.0000 1.0000
23906.2500 1.0000 1.0000
23910.0000 1.0000 1.0000
23913.7500 1.0000 1.0000
23917.5000 1.0000 1.0000
23921.2500 1.0000 1.0000
23925.0000 1.0000 1.0000
23928.7500 1.0000 1.0000
23932.5000 1.0000 1.0000
23936.2500 1.0000 1.0000
23940.0000 1.0000 1.0000
23943.7500 1.0000 1.0000
23947.5000 1.0000 1.0000
23951.2500 1.0000 1.0000
23955.0000 1.0000 1.0000
23958.7500 1.0000 1.0000
23962.5000 1.0000 1.0000
23966.2500 1.0000 1.0000
23970.0000 1.0000 1.0000
23973.7500 1.0000 1.0000
23977.5000 1.0000 1.0000
23981.2500 1.0000 1.0000
23985.0000 1.0000 1.0000
23988.7500 1.0000 1.0000
23992.5000 1.0000 1.0000
23996.2500 1.0000 1.0000
24000.0000 1.0000 1.0000
24003.7500 1.0000 1.0000
24007.5000 1.0000 1.0000
24011.2500 1.0000 1.0000
24015.0000 1.0000 1.0000
24018.7500 1.0000 1.0000
24022.5000 1.0000 1.0000
24026.2500 1.0000 1.0000
24030.0000 1.0000 1.0000
24033.7500 1.0000 1.0000
24037.5000 1.0000 1.0000
24041.2500 1.0000 1.0000
24045.0000 1.0000 1.0000
24048.7500 1.0000 1.0000
24052.5000 1.0000 1.0000
24056.2500 1.0000 1.0000
24060.0000 1.0000 1.0000
24063.7500 1.0000 1.0000
24067.5000 1.0000 1.0000
24071.2500 1.0000 1.0000
24075.0000 1.0000 1.0000
24078.7500 1.0000 1.0000
24082.5000 1.0000 1.0000
24086.2500 1.0000 1.0000
24090.0000 1.0000 1.0000
24093.7500 1.0000 1.0000
24097.5000 1.0000 1.0000
24101.2500 1.0000 1.0000
24105.0000 1.0000 1.0000
24108.7500 1.0000 1.0000
24112.5000 1.0000 1.0000
24116.2500 1.0000 1.0000
24120.0000 1.0000 1.0000
24123.7500 1.0000 1.0000
24127.5000 1.0000 1.0000
24131.2500 1.0000 1.0000
24135.0000 1.0000 1.0000
24138.7500 1.0000 1.0000
24142.5000 1.0000 1.0000
24146.2500 1.0000 1.0000
24150.0000 1.0000 1.0000
24153.7500 1.0000 1.0000
24157.5000 1.0000 1.0000
24161.2500 1.0000 1.0000
24165.0000 1.0000 1.0000
24168.7500 1.0000 1.0000
24172.5000 1.0000 1.0000
24176.2500 1.0000 1.0000
24180.0000 1.0000 1.0000
24183.7500 1.0000 1.0000
24187.5000 1.0000 1.0000
24191.2500 1.0000 1.0000
24195.0000 1.0000 1.0000
24198.7500 1.0000 1.0000
24202.5000 1.0000 1.0000
24206.2500 1.0000 1.0000
24210.0000 1.0000 1.0000
24213.7500 1.0000 1.0000
24217.5000 1.0000 1.0000
24221.2500 1.0000 1.0000
24225.0000 1.0000 1.0000
24228.7500 1.0000 1.0000
24232.5000 1.0000 1.0000
24236.2500 1.0000 1.0000
24240.0000 1.0000 1.0000
24243.7500 1.0000 1.0000
24247.5000 1.0000 1.0000
24251.2500 1.0000 1.0000
24255.0000 1.0000 1.0000
24258.7500 1.0000 1.0000
24262.5000 1.0000 1.0000
24266.2500 1.0000 1.0000
24270.0000 1.0000 1.0000
24273.7500 1.0000 1.0000
24277.5000 1.0000 1.0000
24281.2500 1.0000 1.0000
24285.0000 1.0000 1.0000
24288.7500 1.0000 1.0000
24292.5000 1.0000 1.0000
24296.2500 1.0000 1.0000
24300.0000 1.0000 1.0000
24303.7500 1.0000 1.0000
24307.5000 1.0000 1.0000
24311.2500 1.0000 1.0000
24315.0000 1.0000 1.0000
24318.7500 1.0000 1.0000
24322.5000 1.0000 1.0000
24326.2500 1.0000 1.0000
24330.0000 1.0000 1.0000
24333.7500 1.0000 1.0000
24337.5000 1.0000 1.0000
24341.2500 1.0000 1.0000
24345.0000 1.0000 1.0000
24348.7500 1.0000 1.0000
24352.5000 1.0000 1.0000
24356.2500 1.0000 1.0000
24360.0000 1.0000 1.0000
24363.7500 1.0000 1.0000
24367.5000 1.0000 1.0000
24371.2500 1.0000 1.0000
24375.0000 1.0000 1.0000
24378.7500 1.0000 1.0000
24382.5000 1.0000 1.0000
24386.2500 1.0000 1.0000
24390.0000 1.0000 1.0000
24393.7500 1.0000 1.0000
24397.5000 1.0000 1.0000
24401.2500 1.0000 1.0000
24405.0000 1.0000 1.0000
24408.7500 1.0000 1.0000
24412.5000 1.0000 1.0000
24416.2500 1.0000 1.0000
24420.0000 1.0000 1.0000
24423.7500 1.0000 1.0000
24427.5000 1.0000 1.0000
24431.2500 1.0000 1.0000
24435.0000 1.0000 1.0000
24438.7500 1.0000 1.0000
24442.5000 1.0000 1.0000
24446.2500 1.0000 1.0000
24450.0000 1.0000 1.0000
24453.7500 1.0000 1.0000
24457.5000 1.0000 1.0000
24461.2500 1.0000 1.0000
24465.0000 1.0000 1.0000
24468.7500 1.0000 1.0000
24472.5000 1.0000 1.0000
24476.2500 1.0000 1.0000
24480.0000 1.0000 1.0000
24483.7500 1.0000 1.0000
24487.5000 1.0000 1.0000
24491.2500 1.0000 1.0000
24495.0000 1.0000 1.0000
24498.7500 1.0000 1.0000
24502.5000 1.0000 1.0000
24506.2500 1.0000 1.0000
24510.0000 1.0000 1.0000
24513.7500 1.0000 1.0000
24517.5000 1.0000 1.0000
24521.2500 1.0000 1.0000
24525.0000 1.0000 1.0000
24528.7500 1.0000 1.0000
24532.5000 1.0000 1.0000
24536.2500 1.0000 1.0000
24540.0000 1.0000 1.0000
24543.7500 1.0000 1.0000
24547.5000 1.0000 1.0000
24551.2500 1.0000 1.0000
24555.0000 1.0000 1.0000
24558.7500 1.0000 1.0000
24562.5000 1.0000 1.0000
24566.2500 1.0000 1.0000
24570.0000 1.0000 1.0000
24573.7500 1.0000 1.0000
24577.5000 1.0000 1.0000
24581.2500 1.0000 1.0000
24585.0000 1.0000 1.0000
24588.7500 1.0000 1.0000
24592.5000 1.0000 1.0000
24596.2500 1.0000 1.0000
24600.0000 1.0000 1.0000
24603.7500 1.0000 1.0000
24607.5000 1.0000 1.0000
24611.2500 1.0000 1.0000
24615.0000 1.0000 1.0000
24618.7500 1.0000 1.0000
24622.5000 1.0000 1.0000
24626.2500 1.0000 1.0000
24630.0000 1.0000 1.0000
24633.7500 1.0000 1.0000
24637.5000 1.0000 1.0000
24641.2500 1.0000 1.0000
24645.0000 1.0000 1.0000
24648.7500 1.0000 1.0000
24652.5000 1.0000 1.0000
24656.2500 1.0000 1.0000
24660.0000 1.0000 1.0000
24663.7500 1.0000 1.0000
24667.5000 1.0000 1.0000
24671.2500 1.0000 1.0000
24675.0000 1.0000 1.0000
24678.7500 1.0000 1.0000
24682.5000 1.0000 1.0000
24686.2500 1.0000 1.0000
24690.0000 1.0000 1.0000
24693.7500 1.0000 1.0000
24697.5000 1.0000 1.0000
24701.2500 1.0000 1.0000
24705.0000 1.0000 1.0000
24708.7500 1.0000 1.0000
24712.5000 1.0000 1.0000
24716.2500 1.0000 1.0000
24720.0000 1.0000 1.0000
24723.7500 1.0000 1.0000
24727.5000 1.0000 1.0000
24731.2500 1.0000 1.0000
24735.0000 1.0000 1.0000
24738.7500 1.0000 1.0000
24742.5000 1.0000 1.0000
24746.2500 1.0000 1.0000
24750.0000 1.0000 1.0000
24753.7500 1.0000 1.0000
24757.5000 1.0000 1.0000
24761.2500 1.0000 1.0000
24765.0000 1.0000 1.0000
24768.7500 1.0000 1.0000
24772.5000 1.0000 1.0000
24776.2500 1.0000 1.0000
24780.0000 1.0000 1.0000
24783.7500 1.0000 1.0000
24787.5000 1.0000 1.0000
24791.2500 1.0000 1.0000
24795.0000 1.0000 1.0000
24798.7500 1.0000 1.0000
24802.5000 1.0000 1.0000
24806.2500 1.0000 1.0000
24810.0000 1.0000 1.0000
24813.7500 1.0000 1.0000
24817.5000 1.0000 1.0000
24821.2500 1.0000 1.0000
24825.0000 1.0000 1.0000
24828.7500 1.0000 1.0000
24832.5000 1.0000 1.0000
24836.2500 1.0000 1.0000
24840.0000 1.0000 1.0000
24843.7500 1.0000 1.0000
24847.5000 1.0000 1.0000
24851.2500 1.0000 1.0000
24855.0000 1.0000 1.0000
24858.7500 1.0000 1.0000
24862.5000 1.0000 1.0000
24866.2500 1.0000 1.0000
24870.0000 1.0000 1.0000
24873.7500 1.0000 1.0000
24877.5000 1.0000 1.0000
24881.2500 1.0000 1.0000
24885.0000 1.0000 1.0000
24888.7500 1.0000 1.0000
24892.5000 1.0000 1.0000
24896.2500 1.0000 1.0000
24900.0000 1.0000 1.0000
24903.7500 1.0000 1.0000
24907.5000 1.0000 1.0000
24911.2500 1.0000 1.0000
24915.0000 1.0000 1.0000
24918.7500 1.0000 1.0000
24922.5000 1.0000 1.0000
24926.2500 1.0000 1.0000
24930.0000 1.0000 1.0000
24933.7500 1.0000 1.0000
24937.5000 1.0000 1.0000
24941.2500 1.0000 1.0000
24945.0000 1.0000 1.0000
24948.7500 1.0000 1.0000
24952.5000 1.0000 1.0000
24956.2500 1.0000 1.0000
24960.0000 1.0000 1.0000
24963.7500 1.0000 1.0000
24967.5000 1.0000 1.0000
24971.2500 1.0000 1.0000
24975.0000 1.0000 1.0000
24978.7500 1.0000 1.0000
24982.5000 1.0000 1.0000
24986.2500 1.0000 1.0000
24990.0000 1.0000 1.0000
24993.7500 1.0000 1.0000
24997.5000 1.0000 1.0000
25001.2500 1.0000 1.0000
25005.0000 1.0000 1.0000
25008.7500 1.0000 1.0000
25012.5000 1.0000 1.0000
25016.2500 1.0000 1.0000
25020.0000 1.0000 1.0000
25023.7500 1.0000 1.0000
25027.5000 1.0000 1.0000
25031.2500 1.0000 1.0000
25035.0000 1.0000 1.0000
25038.7500 1.0000 1.0000
25042.5000 1.0000 1.0000
25046.2500 1.0000 1.0000
25050.0000 1.0000 1.0000
25053.7500 1.0000 1.0000
25057.5000 1.0000 1.0000
25061.2500 1.0000 1.0000
25065.0000 1.0000 1.0000
25068.7500 1.0000 1.0000
25072.5000 1.0000 1.0000
25076.2500 1.0000 1.0000
25080.0000 1.0000 1.0000
25083.7500 1.0000 1.0000
25087.5000 1.0000 1.0000
25091.2500 1.0000 1.0000
25095.0000 1.0000 1.0000
25098.7500 1.0000 1.0000
25102.5000 1.0000 1.0000
25106.2500 1.0000 1.0000
25110.0000 1.0000 1.0000
25113.7500 1.0000 1.0000
25117.5000 1.0000 1.0000
25121.2500 1.0000 1.0000
25125.0000 1.0000 1.0000
25128.7500 1.0000 1.0000
25132.5000 1.0000 1.0000
25136.2500 1.0000 1.0000
25140.0000 1.0000 1.0000
25143.7500 1.0000 1.0000
25147.5000 1.0000 1.0000
25151.2500 1.0000 1.0000
25155.0000 1.0000 1.0000
25158.7500 1.0000 1.0000
25162.5000 1.0000 1.0000
25166.2500 1.0000 1.0000
25170.0000 1.0000 1.0000
25173.7500 1.0000 1.0000
25177.5000 1.0000 1.0000
25181.2500 1.0000 1.0000
25185.0000 1.0000 1.0000
25188.7500 1.0000 1.0000
25192.5000 1.0000 1.0000
25196.2500 1.0000 1.0000
25200.0000 1.0000 1.0000
25203.7500 1.0000 1.0000
25207.5000 1.0000 1.0000
25211.2500 1.0000 1.0000
25215.0000 1.0000 1.0000
25218.7500 1.0000 1.0000
25222.5000 1.0000 1.0000
25226.2500 1.0000 1.0000
25230.0000 1.0000 1.0000
25233.7500 1.0000 1.0000
25237.5000 1.0000 1.0000
25241.2500 1.0000 1.0000
25245.0000 1.0000 1.0000
25248.7500 1.0000 1.0000
25252.5000 1.0000 1.0000
25256.2500 1.0000 1.0000
25260.0000 1.0000 1.0000
25263.7500 1.0000 1.0000
25267.5000 1.0000 1.0000
25271.2500 1.0000 1.0000
25275.0000 1.0000 1.0000
25278.7500 1.0000 1.0000
25282.5000 1.0000 1.0000
25286.2500 1.0000 1.0000
25290.0000 1.0000 1.0000
25293.7500 1.0000 1.0000
25297.5000 1.0000 1.0000
25301.2500 1.0000 1.0000
25305.0000 1.0000 1.0000
25308.7500 1.0000 1.0000
25312.5000 1.0000 1.0000
25316.2500 1.0000 1.0000
25320.0000 1.0000 1.0000
25323.7500 1.0000 1.0000
25327.5000 1.0000 1.0000
25331.2500 1.0000 1.0000
25335.0000 1.0000 1.0000
25338.7500 1.0000 1.0000
25342.5000 1.0000 1.0000
25346.2500 1.0000 1.0000
25350.0000 1.0000 1.0000
25353.7500 1.0000 1.0000
25357.5000 1.0000 1.0000
25361.2500 1.0000 1.0000
25365.0000 1.0000 1.0000
25368.7500 1.0000 1.0000
25372.5000 1.0000 1.0000
25376.2500 1.0000 1.0000
25380.0000 1.0000 1.0000
25383.7500 1.0000 1.0000
25387.5000 1.0000 1.0000
25391.2500 1.0000 1.0000
25395.0000 1.0000 1.0000
25398.7500 1.0000 1.0000
25402.5000 1.0000 1.0000
25406.2500 1.0000 1.0000
25410.0000 1.0000 1.0000
25413.7500 1.0000 1.0000
25417.5000 1.0000 1.0000
25421.2500 1.0000 1.0000
25425.0000 1.0000 1.0000
25428.7500 1.0000 1.0000
25432.5000 1.0000 1.0000
25436.2500 1.0000 1.0000
25440.0000 1.0000 1.0000
25443.7500 1.0000 1.0000
25447.5000 1.0000 1.0000
25451.2500 1.0000 1.0000
25455.0000 1.0000 1.0000
25458.7500 1.0000 1.0000
25462.5000 1.0000 1.0000
25466.2500 1.0000 1.0000
25470.0000 1.0000 1.0000
25473.7500 1.0000 1.0000
25477.5000 1.0000 1.0000
25481.2500 1.0000 1.0000
25485.0000 1.0000 1.0000
25488.7500 1.0000 1.0000
25492.5000 1.0000 1.0000
25496.2500 1.0000 1.0000
25500.0000 1.0000 1.0000
25503.7500 1.0000 1.0000
25507.5000 1.0000 1.0000
25511.2500 1.0000 1.0000
25515.0000 1.0000 1.0000
25518.7500 1.0000 1.0000
25522.5000 1.0000 1.0000
25526.2500 1.0000 1.0000
25530.0000 1.0000 1.0000
25533.7500 1.0000 1.0000
25537.5000 1.0000 1.0000
25541.2500 1.0000 1.0000
25545.0000 1.0000 1.0000
25548.7500 1.0000 1.0000
25552.5000 1.0000 1.0000
25556.2500 1.0000 1.0000
25560.0000 1.0000 1.0000
25563.7500 1.0000 1.0000
25567.5000 1.0000 1.0000
25571.2500 1.0000 1.0000
25575.0000 1.0000 1.0000
25578.7500 1.0000 1.0000
25582.5000 1.0000 1.0000
25586.2500 1.0000 1.0000
25590.0000 1.0000 1.0000
25593.7500 1.0000 1.0000
25597.5000 1.0000 1.0000
25601.2500 1.0000 1.0000
25605.0000 1.0000 1.0000
25608.7500 1.0000 1.0000
25612.5000 1.0000 1.0000
25616.2500 1.0000 1.0000
25620.0000 1.0000 1.0000
25623.7500 1.0000 1.0000
25627.5000 1.0000 1.0000
25631.2500 1.0000 1.0000
25635.0000 1.0000 1.0000
25638.7500 1.0000 1.0000
25642.5000 1.0000 1.0000
25646.2500 1.0000 1.0000
25650.0000 1.0000 1.0000
25653.7500 1.0000 1.0000
25657.5000 1.0000 1.0000
25661.2500 1.0000 1.0000
25665.0000 1.0000 1.0000
25668.7500 1.0000 1.0000
25672.5000 1.0000 1.0000
25676.2500 1.0000 1.0000
25680.0000 1.0000 1.0000
25683.7500 1.0000 1.0000
25687.5000 1.0000 1.0000
25691.2500 1.0000 1.0000
25695.0000 1.0000 1.0000
25698.7500 1.0000 1.0000
25702.5000 1.0000 1.0000
25706.2500 1.0000 1.0000
25710.0000 1.0000 1.0000
25713.7500 1.0000 1.0000
25717.5000 1.0000 1.0000
25721.2500 1.0000 1.0000
25725.0000 1.0000 1.0000
25728.7500 1.0000 1.0000
25732.5000 1.0000 1.0000
25736.2500 1.0000 1.0000
25740.0000 1.0000 1.0000
25743.7500 1.0000 1.0000
25747.5000 1.0000 1.0000
25751.2500 1.0000 1.0000
25755.0000 1.0000 1.0000
25758.7500 1.0000 1.0000
25762.5000 1.0000 1.0000
25766.2500 1.0000 1.0000
25770.0000 1.0000 1.0000
25773.7500 1.0000 1.0000
25777.5000 1.0000 1.0000
25781.2500 1.0000 1.0000
25785.0000 1.0000 1.0000
25788.7500 1.0000 1.0000
25792.5000 1.0000 1.0000
25796.2500 1.0000 1.0000
25800.0000 1.0000 1.0000
25803.7500 1.0000 1.0000
25807.5000 1.0000 1.0000
25811.2500 1.0000 1.0000
25815.0000 1.0000 1.0000
25818.7500 1.0000 1.0000
25822.5000 1.0000 1.0000
25826.2500 1.0000 1.0000
25830.0000 1.0000 1.0000
25833.7500 1.0000 1.0000
25837.5000 1.0000 1.0000
25841.2500 1.0000 1.0000
25845.0000 1.0000 1.0000
25848.7500 1.0000 1.0000
25852.5000 1.0000 1.0000
25856.2500 1.0000 1.0000
25860.0000 1.0000 1.0000
25863.7500 1.0000 1.0000
25867.5000 1.0000 1.0000
25871.2500 1.0000 1.0000
25875.0000 1.0000 1.0000
25878.7500 1.0000 1.0000
25882.5000 1.0000 1.0000
25886.2500 1.0000 1.0000
25890.0000 1.0000 1.0000
25893.7500 1.0000 1.0000
25897.5000 1.0000 1.0000
25901.2500 1.0000 1.0000
25905.0000 1.0000 1.0000
25908.7500 1.0000 1.0000
25912.5000 1.0000 1.0000
25916.2500 1.0000 1.0000
25920.0000 1.0000 1.0000
25923.7500 1.0000 1.0000
25927.5000 1.0000 1.0000
25931.2500 1.0000 1.0000
25935.0000 1.0000 1.0000
25938.7500 1.0000 1.0000
25942.5000 1.0000 1.0000
25946.2500 1.0000 1.0000
25950.0000 1.0000 1.0000
25953.7500 1.0000 1.0000
25957.5000 1.0000 1.0000
25961.2500 1.0000 1.0000
25965.0000 1.0000 1.0000
25968.7500 1.0000 1.0000
25972.5000 1.0000 1.0000
25976.2500 1.0000 1.0000
25980.0000 1.0000 1.0000
25983.7500 1.0000 1.0000
25987.5000 1.0000 1.0000
25991.2500 1.0000 1.0000
25995.0000 1.0000 1.0000
25998.7500 1.0000 1.0000
26002.5000 1.0000 1.0000
26006.2500 1.0000 1.0000
26010.0000 1.0000 1.0000
26013.7500 1.0000 1.0000
26017.5000 1.0000 1.0000
26021.2500 1.0000 1.0000
26025.0000 1.0000 1.0000
26028.7500 1.0000 1.0000
26032.5000 1.0000 1.0000
26036.2500 1.0000 1.0000
26040.0000 1.0000 1.0000
26043.7500 1.0000 1.0000
26047.5000 1.0000 1.0000
26051.2500 1.0000 1.0000
26055.0000 1.0000 1.0000
26058.7500 1.0000 1.0000
26062.5000 1.0000 1.0000
26066.2500 1.0000 1.0000
26070.0000 1.0000 1.0000
26073.7500 1.0000 1.0000
26077.5000 1.0000 1.0000
26081.2500 1.0000 1.0000
26085.0000 1.0000 1.0000
26088.7500 1.0000 1.0000
26092.5000 1.0000 1.0000
26096.2500 1.0000 1.0000
26100.0000 1.0000 1.0000
26103.7500 1.0000 1.0000
26107.5000 1.0000 1.0000
26111.2500 1.0000 1.0000
26115.0000 1.0000 1.0000
26118.7500 1.0000 1.0000
26122.5000 1.0000 1.0000
26126.2500 1.0000 1.0000
26130.0000 1.0000 1.0000
26133.7500 1.0000 1.0000
26137.5000 1.0000 1.0000
26141.2500 1.0000 1.0000
26145.0000 1.0000 1.0000
26148.7500 1.0000 1.0000
26152.5000 1.0000 1.0000
26156.2500 1.0000 1.0000
26160.0000 1.0000 1.0000
26163.7500 1.0000 1.0000
